"",F.stat,p.value,-log10(p),FDR
633.85_917.759m/z,0.70331,0.49919,0.30174,0.80624
689.63_981.828m/z,0.7032,0.49924,0.30169,0.80624
457.62_898.6358m/z,0.70284,0.49942,0.30154,0.80624
355.41_887.5647m/z,0.70278,0.49945,0.30151,0.80624
472.68_409.3129m/z,0.70278,0.49945,0.30151,0.80624
299.64_858.5239m/z,0.70276,0.49946,0.3015,0.80624
581.16_970.7791m/z,0.70263,0.49952,0.30145,0.80624
663.06_957.8691m/z,0.70213,0.49976,0.30124,0.80624
366.02_599.5043m/z,0.70206,0.4998,0.30121,0.80624
387.92_878.5289m/z,0.70202,0.49982,0.30119,0.80624
150.2_382.3218m/z,0.70192,0.49987,0.30115,0.80624
386.78_836.6111m/z,0.70175,0.49995,0.30107,0.80624
387.23_858.553m/z,0.7012,0.50022,0.30084,0.80654
517.51_632.601m/z,0.70091,0.50036,0.30072,0.80662
594.5_865.6743m/z,0.69953,0.50103,0.30013,0.80752
327.58_815.5628m/z,0.69941,0.50109,0.30008,0.80752
644.81_897.7338m/z,0.69873,0.50143,0.29979,0.80755
72.06_300.143m/z,0.69864,0.50147,0.29976,0.80755
377.88_1506.1534m/z,0.69861,0.50148,0.29975,0.80755
618.34_951.8141m/z,0.69858,0.5015,0.29973,0.80755
335.57_728.5705m/z,0.69849,0.50154,0.29969,0.80755
505.19_381.3157m/z,0.69829,0.50164,0.29961,0.80757
379.48_827.5786m/z,0.69785,0.50185,0.29942,0.80768
301.92_748.5489m/z,0.69779,0.50188,0.2994,0.80768
666.36_893.8371m/z,0.6973,0.50213,0.29919,0.80779
453.97_791.6368m/z,0.6973,0.50213,0.29919,0.80779
508.38_830.7173m/z,0.69692,0.50231,0.29903,0.80794
103.55_503.2972m/z,0.69655,0.5025,0.29887,0.80807
609.9_949.8064m/z,0.69625,0.50264,0.29875,0.80807
663.06_601.5194m/z,0.696,0.50276,0.29864,0.80807
L5AB,0.69588,0.50282,0.29859,0.80807
625.19_913.806m/z,0.69584,0.50284,0.29857,0.80807
L5PN,0.6957,0.50291,0.29851,0.80807
289.6_860.5278m/z,0.69496,0.50327,0.2982,0.80834
392.71_748.5865m/z,0.69488,0.50331,0.29816,0.80834
165.72_551.3583m/z,0.69456,0.50347,0.29803,0.80834
272.03_661.5283m/z,0.69452,0.50349,0.29801,0.80834
PC(16:0/20:4)_1,0.69434,0.50358,0.29794,0.80834
119.07_608.3923m/z,0.69429,0.5036,0.29791,0.80834
389.29_819.6126m/z,0.6937,0.50389,0.29766,0.80866
424.76_1263.8286m/z,0.6935,0.50399,0.29758,0.80868
145.41_524.2754m/z,0.69233,0.50457,0.29708,0.80947
620.62_862.7786m/z,0.69195,0.50476,0.29692,0.80963
345.83_866.5828m/z,0.69113,0.50516,0.29657,0.81014
488.53_550.4751m/z,0.69089,0.50528,0.29647,0.81015
500.62_718.6452m/z,0.69076,0.50534,0.29641,0.81015
301.78_896.5038m/z,0.69012,0.50566,0.29615,0.81052
602.26_949.7973m/z,0.68992,0.50576,0.29606,0.81054
380.85_115.9202m/z,0.68961,0.50591,0.29593,0.81064
LPI(22:6/0:0),0.68864,0.50639,0.29552,0.81113
509.06_667.6413m/z,0.68864,0.50639,0.29551,0.81113
357.47_1515.941m/z,0.68786,0.50678,0.29518,0.81154
269.29_862.6259m/z,0.68777,0.50682,0.29515,0.81154
357.92_1481.1337m/z,0.68736,0.50702,0.29497,0.81172
425.68_863.6372m/z,0.68716,0.50712,0.29489,0.81174
632.49_906.7627m/z,0.68673,0.50733,0.29471,0.81189
430.47_1625.3101m/z,0.68662,0.50739,0.29466,0.81189
594.73_846.7472m/z,0.68591,0.50774,0.29436,0.81216
493.55_852.6864m/z,0.68581,0.50779,0.29432,0.81216
556.86_749.6239m/z,0.68575,0.50782,0.29429,0.81216
346.75_831.5667m/z,0.68491,0.50824,0.29394,0.81269
HDA1,0.68438,0.5085,0.29371,0.81272
461.27_1123.5469m/z,0.68437,0.50851,0.2937,0.81272
121.12_520.3399m/z,0.68428,0.50855,0.29367,0.81272
496.52_815.5814m/z,0.68417,0.50861,0.29362,0.81272
337.16_430.5369m/z,0.68367,0.50885,0.29341,0.81288
264.5_379.2996m/z,0.68354,0.50892,0.29335,0.81288
425.68_862.6341m/z,0.68343,0.50897,0.29331,0.81288
103.55_249.6342m/z,0.68296,0.5092,0.29311,0.81299
570.32_847.7126m/z,0.68294,0.50922,0.2931,0.81299
269.97_159.9757m/z,0.68267,0.50935,0.29298,0.81307
345.6_902.531m/z,0.68177,0.50979,0.29261,0.81351
269.97_61.9882m/z,0.68177,0.5098,0.2926,0.81351
221.73_645.4966m/z,0.68136,0.51,0.29243,0.81369
597.7_976.7489m/z,0.68002,0.51067,0.29186,0.81455
596.1_780.7077m/z,0.6798,0.51078,0.29177,0.81455
376.74_583.5093m/z,0.67954,0.51091,0.29166,0.81455
LPC(O-18:0/0:0),0.67942,0.51097,0.29161,0.81455
348.11_732.7607m/z,0.67928,0.51104,0.29155,0.81455
377.2_789.5692m/z,0.67922,0.51107,0.29152,0.81455
436.17_874.6691m/z,0.6786,0.51138,0.29126,0.81491
642.53_1095.6598m/z,0.67837,0.51149,0.29116,0.81491
459.67_1603.3568m/z,0.67824,0.51156,0.29111,0.81491
364.42_868.598m/z,0.67782,0.51177,0.29093,0.81511
478.38_786.6571m/z,0.67714,0.5121,0.29064,0.8154
133.55_366.3274m/z,0.67708,0.51214,0.29061,0.8154
294.84_658.5342m/z,0.67639,0.51248,0.29032,0.8154
421.92_633.6379m/z,0.67631,0.51252,0.29029,0.8154
443.93_872.6543m/z,0.67629,0.51253,0.29028,0.8154
357.7_758.7804m/z,0.67621,0.51257,0.29025,0.8154
491.72_901.6868m/z,0.67587,0.51274,0.2901,0.8154
616.06_902.801m/z,0.67579,0.51278,0.29007,0.8154
TG(60:2),0.67549,0.51294,0.28994,0.8154
553.44_748.6131m/z,0.67547,0.51295,0.28993,0.8154
298.04_423.3622m/z,0.67538,0.51299,0.28989,0.8154
354.05_767.5782m/z,0.67535,0.513,0.28988,0.8154
326.89_341.3057m/z,0.67473,0.51331,0.28962,0.81573
646.86_885.7914m/z,0.67458,0.51339,0.28955,0.81573
615.83_907.7637m/z,0.67412,0.51362,0.28936,0.81596
330.54_1082.6822m/z,0.67389,0.51374,0.28926,0.81597
273.85_408.3349m/z,0.67375,0.51381,0.2892,0.81597
362.14_878.5908m/z,0.6735,0.51393,0.28909,0.81601
632.26_885.7838m/z,0.6732,0.51408,0.28897,0.81601
LDCH,0.67296,0.5142,0.28887,0.81601
491.95_436.3244m/z,0.67288,0.51424,0.28883,0.81601
137.2_349.2377m/z,0.67283,0.51427,0.28881,0.81601
388.15_765.6045m/z,0.67258,0.51439,0.28871,0.81607
622.91_877.7276m/z,0.67233,0.51452,0.2886,0.81613
207.81_433.3668m/z,0.67199,0.51469,0.28845,0.81626
TG(50:4),0.67171,0.51483,0.28834,0.81631
345.6_1121.4684m/z,0.67157,0.5149,0.28828,0.81631
325.98_731.5442m/z,0.67133,0.51502,0.28817,0.81635
701.73_1009.8592m/z,0.67118,0.5151,0.28811,0.81635
387.92_1520.9917m/z,0.67089,0.51525,0.28799,0.81639
489.67_805.7057m/z,0.67068,0.51535,0.2879,0.81639
594.28_866.6783m/z,0.6706,0.51539,0.28786,0.81639
451.23_396.3833m/z,0.67021,0.51559,0.2877,0.8165
676.17_958.8816m/z,0.66999,0.5157,0.28761,0.8165
346.52_1115.8689m/z,0.66995,0.51572,0.28759,0.8165
228.34_575.4662m/z,0.66965,0.51587,0.28746,0.81657
347.88_1046.4499m/z,0.66951,0.51594,0.2874,0.81657
342.41_391.2808m/z,0.66893,0.51623,0.28715,0.8167
613.78_894.7061m/z,0.66876,0.51632,0.28708,0.8167
346.52_1131.869m/z,0.66872,0.51634,0.28707,0.8167
LPC(19:0/0:0),0.66848,0.51646,0.28696,0.8167
Citric acid,0.66848,0.51646,0.28696,0.8167
126.24_479.3326m/z,0.6682,0.5166,0.28685,0.81678
460.58_772.6407m/z,0.66795,0.51673,0.28674,0.81684
294.85_493.4814m/z,0.66753,0.51694,0.28656,0.81703
624.73_625.5193m/z,0.66695,0.51723,0.28632,0.81716
402.07_239.2378m/z,0.66694,0.51723,0.28631,0.81716
616.52_1023.7016m/z,0.66672,0.51735,0.28622,0.81716
644.81_899.7385m/z,0.66667,0.51737,0.2862,0.81716
210.32_593.4781m/z,0.66621,0.51761,0.286,0.81739
426.13_1124.4943m/z,0.66595,0.51773,0.28589,0.81741
614.24_135.1173m/z,0.66584,0.51779,0.28584,0.81741
412.11_797.653m/z,0.66471,0.51836,0.28536,0.81777
348.11_732.5548m/z,0.66412,0.51866,0.28511,0.81777
464.01_643.5278m/z,0.66341,0.51902,0.28481,0.81777
629.75_874.9038m/z,0.66337,0.51904,0.2848,0.81777
346.52_1114.8629m/z,0.66327,0.51909,0.28475,0.81777
120.66_619.3205m/z,0.66321,0.51912,0.28473,0.81777
616.06_900.7947m/z,0.66315,0.51916,0.2847,0.81777
325.75_806.5704m/z,0.6627,0.51939,0.28451,0.81777
379.25_714.6m/z,0.66246,0.51951,0.28441,0.81777
461.5_928.7075m/z,0.66236,0.51955,0.28437,0.81777
461.27_769.6592m/z,0.66233,0.51957,0.28435,0.81777
335.56_1622.0603m/z,0.6622,0.51964,0.2843,0.81777
363.74_888.6092m/z,0.66207,0.5197,0.28425,0.81777
446.21_869.6143m/z,0.66169,0.5199,0.28408,0.81777
616.06_883.7678m/z,0.66165,0.51991,0.28407,0.81777
388.15_904.5363m/z,0.66163,0.51993,0.28406,0.81777
419.64_702.5429m/z,0.66153,0.51998,0.28401,0.81777
347.2_763.5316m/z,0.66147,0.52001,0.28399,0.81777
431.38_603.5911m/z,0.66131,0.52009,0.28392,0.81777
442.33_781.6587m/z,0.6611,0.5202,0.28383,0.81777
301.92_429.3723m/z,0.66108,0.52021,0.28383,0.81777
460.13_430.3805m/z,0.66108,0.52021,0.28382,0.81777
545.91_638.6076m/z,0.66105,0.52022,0.28381,0.81777
420.55_782.6234m/z,0.6607,0.5204,0.28366,0.81777
491.5_662.5388m/z,0.66069,0.5204,0.28366,0.81777
471.54_886.708m/z,0.66059,0.52046,0.28362,0.81777
269.75_593.4776m/z,0.66056,0.52047,0.2836,0.81777
473.36_622.5553m/z,0.66033,0.52059,0.28351,0.81777
305.22_552.5064m/z,0.66032,0.52059,0.2835,0.81777
461.04_1003.5887m/z,0.66018,0.52067,0.28344,0.81777
420.78_775.6289m/z,0.65954,0.52099,0.28317,0.81811
590.4_873.6971m/z,0.65941,0.52106,0.28312,0.81811
Tetradecanoylcarnitine CAR(14:0),0.65898,0.52128,0.28293,0.81832
353.82_606.5546m/z,0.65851,0.52152,0.28273,0.81834
633.86_372.3626m/z,0.6585,0.52152,0.28273,0.81834
386.09_892.6057m/z,0.65843,0.52156,0.2827,0.81834
145.41_606.2865m/z,0.65814,0.52171,0.28257,0.81844
77.99_1069.7643m/z,0.65757,0.522,0.28233,0.81876
LPI(0:0/18:2),0.65728,0.52214,0.28221,0.81878
616.06_899.7912m/z,0.65719,0.52219,0.28217,0.81878
459.22_813.5583m/z,0.65696,0.52231,0.28207,0.8188
302.6_491.4112m/z,0.65665,0.52247,0.28194,0.8188
383.82_792.6799m/z,0.65654,0.52252,0.2819,0.8188
624.96_956.7791m/z,0.65595,0.52282,0.28165,0.8188
366.47_132.9229m/z,0.65594,0.52283,0.28164,0.8188
378.34_954.8464m/z,0.65583,0.52288,0.2816,0.8188
556.86_750.629m/z,0.65571,0.52295,0.28154,0.8188
347.2_764.5346m/z,0.65541,0.5231,0.28142,0.8188
436.86_866.6564m/z,0.65538,0.52312,0.2814,0.8188
391.34_864.6101m/z,0.65537,0.52312,0.2814,0.8188
299.86_428.3638m/z,0.65527,0.52317,0.28136,0.8188
165.72_649.335m/z,0.65451,0.52356,0.28103,0.81892
608.99_917.7047m/z,0.65437,0.52363,0.28098,0.81892
403.67_405.79m/z,0.6542,0.52372,0.2809,0.81892
644.81_1001.7179m/z,0.65404,0.5238,0.28084,0.81892
397.05_1593.2112m/z,0.65397,0.52383,0.28081,0.81892
221.5_581.4372m/z,0.65397,0.52383,0.28081,0.81892
337.39_502.4987m/z,0.65368,0.52398,0.28068,0.81892
136.51_489.3561m/z,0.65358,0.52403,0.28064,0.81892
103.55_249.1311m/z,0.6534,0.52413,0.28056,0.81892
371.49_1556.1678m/z,0.65318,0.52424,0.28047,0.81892
315.03_789.5472m/z,0.65311,0.52427,0.28044,0.81892
616.06_901.7976m/z,0.65305,0.52431,0.28041,0.81892
624.96_1024.7044m/z,0.65265,0.52451,0.28025,0.81897
639.56_959.7967m/z,0.65248,0.5246,0.28017,0.81897
634.54_909.787m/z,0.65247,0.52461,0.28017,0.81897
517.73_651.6173m/z,0.6521,0.52479,0.28001,0.81913
582.87_916.6946m/z,0.65152,0.52509,0.27977,0.81946
LPE(20:4/0:0),0.65094,0.52539,0.27952,0.81952
309.55_494.4934m/z,0.65082,0.52545,0.27947,0.81952
421.46_818.6052m/z,0.65021,0.52576,0.27921,0.81952
458.99_851.6731m/z,0.64986,0.52595,0.27906,0.81952
401.15_895.6256m/z,0.64974,0.526,0.27901,0.81952
625.19_836.7692m/z,0.6495,0.52613,0.27891,0.81952
210.54_363.3053m/z,0.64913,0.52632,0.27875,0.81952
137.2_352.2598m/z,0.64913,0.52632,0.27875,0.81952
632.26_901.8068m/z,0.64882,0.52648,0.27862,0.81952
433.89_774.6557m/z,0.64842,0.52668,0.27845,0.81952
663.06_961.822m/z,0.6484,0.5267,0.27844,0.81952
91.68_378.2408m/z,0.64827,0.52676,0.27838,0.81952
316.63_544.5089m/z,0.64825,0.52677,0.27838,0.81952
345.6_1001.5106m/z,0.64818,0.52681,0.27835,0.81952
615.15_915.745m/z,0.64813,0.52683,0.27833,0.81952
410.74_772.6392m/z,0.64799,0.52691,0.27827,0.81952
500.85_521.476m/z,0.64791,0.52695,0.27823,0.81952
458.3_818.6583m/z,0.64781,0.527,0.27819,0.81952
269.75_325.1837m/z,0.64778,0.52701,0.27818,0.81952
529.37_844.7337m/z,0.64776,0.52702,0.27817,0.81952
533.25_631.622m/z,0.64767,0.52707,0.27813,0.81952
520.93_544.5005m/z,0.64766,0.52708,0.27813,0.81952
186.82_249.1852m/z,0.64665,0.5276,0.2777,0.8202
103.55_502.2934m/z,0.64641,0.52772,0.2776,0.82025
381.31_907.6239m/z,0.6462,0.52783,0.27751,0.82028
269.75_650.5313m/z,0.64585,0.52801,0.27736,0.82042
336.71_523.5188m/z,0.6453,0.52829,0.27713,0.82073
509.75_650.6447m/z,0.64496,0.52847,0.27698,0.82084
353.59_521.5127m/z,0.64482,0.52854,0.27692,0.82084
396.37_726.5447m/z,0.64452,0.5287,0.27679,0.82094
133.55_573.3424m/z,0.64341,0.52927,0.27632,0.82167
340.59_537.5061m/z,0.64298,0.52949,0.27614,0.82167
614.24_229.1958m/z,0.64288,0.52954,0.2761,0.82167
428.42_1604.2542m/z,0.64264,0.52967,0.276,0.82167
625.19_951.8225m/z,0.64255,0.52972,0.27595,0.82167
599.52_599.5034m/z,0.64226,0.52987,0.27583,0.82167
378.79_1045.502m/z,0.64216,0.52992,0.27579,0.82167
288.91_594.4855m/z,0.64215,0.52993,0.27578,0.82167
374.0_396.7792m/z,0.64207,0.52996,0.27575,0.82167
405.72_768.5451m/z,0.64181,0.5301,0.27564,0.82175
253.09_364.312m/z,0.64106,0.53049,0.27532,0.82187
607.16_884.7717m/z,0.64104,0.5305,0.27532,0.82187
356.78_1574.134m/z,0.64079,0.53063,0.27521,0.82187
347.66_830.5212m/z,0.64032,0.53087,0.27501,0.82187
337.39_774.5374m/z,0.64031,0.53088,0.275,0.82187
PE(18:0/22:4),0.6398,0.53114,0.27479,0.82187
269.52_340.3569m/z,0.63969,0.5312,0.27474,0.82187
294.85_659.5352m/z,0.63954,0.53128,0.27468,0.82187
314.8_409.1448m/z,0.63951,0.53129,0.27467,0.82187
329.86_634.4099m/z,0.63929,0.53141,0.27457,0.82187
356.1_1490.1233m/z,0.63923,0.53144,0.27455,0.82187
496.52_1630.3949m/z,0.63907,0.53152,0.27448,0.82187
377.43_797.5902m/z,0.63907,0.53152,0.27448,0.82187
426.59_850.5264m/z,0.63903,0.53154,0.27446,0.82187
121.35_514.2938m/z,0.63897,0.53157,0.27444,0.82187
330.77_831.5745m/z,0.63886,0.53163,0.27439,0.82187
287.09_830.4911m/z,0.63875,0.53169,0.27434,0.82187
401.38_890.6203m/z,0.63828,0.53193,0.27414,0.82192
366.02_742.5306m/z,0.63806,0.53205,0.27405,0.82192
630.43_860.7719m/z,0.63786,0.53215,0.27397,0.82192
267.47_571.4504m/z,0.63786,0.53215,0.27397,0.82192
326.67_912.5596m/z,0.63781,0.53218,0.27394,0.82192
398.19_1572.9439m/z,0.63751,0.53233,0.27382,0.82192
373.55_626.5238m/z,0.63751,0.53233,0.27382,0.82192
469.71_857.6749m/z,0.63699,0.5326,0.2736,0.82196
365.56_782.5708m/z,0.63681,0.5327,0.27352,0.82196
442.79_390.3731m/z,0.63665,0.53278,0.27345,0.82196
70.01_1010.7213m/z,0.63659,0.53281,0.27342,0.82196
381.3_803.599m/z,0.63648,0.53287,0.27338,0.82196
412.33_895.6261m/z,0.63643,0.53289,0.27336,0.82196
335.79_737.5343m/z,0.63608,0.53308,0.27321,0.82211
653.25_954.8498m/z,0.63563,0.53332,0.27302,0.82222
312.75_492.4772m/z,0.63561,0.53333,0.27301,0.82222
500.39_622.5531m/z,0.63502,0.53363,0.27276,0.82255
355.41_880.5378m/z,0.63462,0.53384,0.27259,0.82274
TG(54:4),0.63412,0.5341,0.27238,0.823
458.53_1007.6218m/z,0.63369,0.53433,0.27219,0.82321
294.85_436.2947m/z,0.63322,0.53457,0.27199,0.82326
397.05_820.5662m/z,0.63286,0.53476,0.27184,0.82326
184.53_419.3502m/z,0.63286,0.53476,0.27184,0.82326
425.45_776.5594m/z,0.63279,0.5348,0.27181,0.82326
381.76_903.6055m/z,0.63278,0.5348,0.27181,0.82326
120.66_717.2974m/z,0.63189,0.53527,0.27143,0.82384
431.15_882.6194m/z,0.63144,0.5355,0.27124,0.82402
387.23_1617.1249m/z,0.63134,0.53556,0.27119,0.82402
388.15_1162.8573m/z,0.63113,0.53567,0.27111,0.82405
270.43_161.1328m/z,0.6309,0.53579,0.27101,0.8241
397.73_1766.1281m/z,0.63024,0.53613,0.27073,0.82442
614.46_673.5807m/z,0.63004,0.53624,0.27064,0.82442
471.54_923.6604m/z,0.62999,0.53627,0.27062,0.82442
387.23_857.5504m/z,0.62933,0.53661,0.27034,0.82465
320.73_777.5755m/z,0.62918,0.53669,0.27028,0.82465
325.3_410.3533m/z,0.62908,0.53674,0.27023,0.82465
458.76_858.6771m/z,0.62903,0.53677,0.27021,0.82465
354.5_835.5973m/z,0.62885,0.53686,0.27013,0.82466
614.24_147.1173m/z,0.62834,0.53713,0.26992,0.82494
269.29_676.492m/z,0.62768,0.53748,0.26964,0.82527
650.97_561.5243m/z,0.62728,0.53769,0.26947,0.82527
451.23_536.4381m/z,0.62697,0.53785,0.26934,0.82527
353.82_605.5512m/z,0.62695,0.53786,0.26933,0.82527
67.27_1289.8969m/z,0.62678,0.53795,0.26926,0.82527
328.95_983.5165m/z,0.62658,0.53806,0.26917,0.82527
632.26_900.8034m/z,0.62653,0.53808,0.26915,0.82527
Cer(d18:1/25:0),0.62632,0.53819,0.26906,0.82527
425.45_783.6382m/z,0.6263,0.5382,0.26905,0.82527
451.46_782.6618m/z,0.62605,0.53834,0.26895,0.82527
TG(58:1),0.62592,0.5384,0.26889,0.82527
491.95_894.6958m/z,0.62571,0.53851,0.2688,0.82527
604.09_603.5345m/z,0.6257,0.53852,0.2688,0.82527
397.5_844.9549m/z,0.62556,0.53859,0.26874,0.82527
469.71_797.6537m/z,0.6251,0.53884,0.26854,0.82537
457.62_826.5363m/z,0.6251,0.53884,0.26854,0.82537
356.78_1614.0971m/z,0.62483,0.53898,0.26843,0.82545
322.1_888.5746m/z,0.62427,0.53927,0.26819,0.82565
345.6_1000.507m/z,0.62425,0.53929,0.26818,0.82565
402.29_816.5518m/z,0.62372,0.53957,0.26796,0.82594
263.59_699.5594m/z,0.62345,0.53971,0.26784,0.82602
PI(18:0/20:3)_2,0.62322,0.53983,0.26775,0.82607
145.87_454.3896m/z,0.62269,0.54011,0.26752,0.82636
392.03_374.7645m/z,0.6217,0.54063,0.2671,0.82703
194.8_539.4311m/z,0.62136,0.54081,0.26695,0.82703
469.94_611.5899m/z,0.62136,0.54081,0.26695,0.82703
632.26_902.8101m/z,0.62105,0.54098,0.26682,0.82703
335.11_762.5837m/z,0.62102,0.54099,0.26681,0.82703
378.11_1527.1675m/z,0.62047,0.54128,0.26657,0.8273
162.07_538.388m/z,0.62035,0.54134,0.26653,0.8273
269.29_573.4506m/z,0.61954,0.54178,0.26618,0.82782
624.27_882.7637m/z,0.61908,0.54202,0.26598,0.82806
459.67_826.6677m/z,0.61828,0.54244,0.26565,0.82844
77.31_373.3145m/z,0.61803,0.54258,0.26554,0.82844
413.48_418.8079m/z,0.618,0.54259,0.26553,0.82844
378.34_1478.1505m/z,0.61794,0.54262,0.2655,0.82844
LPC(0:0/22:5)_1,0.61763,0.54279,0.26537,0.8285
379.25_715.603m/z,0.61736,0.54294,0.26525,0.8285
425.91_811.5999m/z,0.6173,0.54297,0.26523,0.8285
345.83_904.5386m/z,0.61693,0.54316,0.26507,0.8285
241.57_566.4544m/z,0.61692,0.54317,0.26507,0.8285
LPI(18:2/0:0),0.61686,0.5432,0.26504,0.8285
299.64_857.5173m/z,0.61632,0.54348,0.26481,0.8288
49.82_602.4484m/z,0.61582,0.54375,0.2646,0.82901
594.51_847.7501m/z,0.61573,0.5438,0.26456,0.82901
469.94_1149.562m/z,0.61551,0.54392,0.26447,0.82905
386.9_1544.1662m/z,0.61516,0.5441,0.26432,0.82919
64.08_1143.8025m/z,0.61499,0.54419,0.26425,0.8292
493.55_668.6543m/z,0.61444,0.54449,0.26401,0.82941
200.73_250.1917m/z,0.61423,0.5446,0.26392,0.82941
PE(36:1); PE(18:0/18:1) | PE(18:1/18:0),0.61408,0.54468,0.26386,0.82941
Sphingosine-1-phosphate,0.61405,0.54469,0.26385,0.82941
346.06_867.5858m/z,0.61353,0.54497,0.26363,0.8297
149.97_360.3625m/z,0.61337,0.54506,0.26356,0.8297
413.48_563.4651m/z,0.61317,0.54516,0.26347,0.82972
440.74_435.8214m/z,0.61283,0.54535,0.26333,0.82974
442.33_800.6734m/z,0.61281,0.54536,0.26332,0.82974
621.08_587.5038m/z,0.61262,0.54546,0.26324,0.82976
496.28_158.9749m/z,0.61171,0.54594,0.26285,0.83026
616.06_898.7878m/z,0.61167,0.54597,0.26283,0.83026
184.99_576.4733m/z,0.61135,0.54613,0.2627,0.83037
354.05_855.571m/z,0.6112,0.54622,0.26264,0.83037
624.5_883.7672m/z,0.61095,0.54635,0.26253,0.83041
460.13_883.6309m/z,0.61082,0.54642,0.26247,0.83041
150.2_376.2752m/z,0.61065,0.54651,0.2624,0.83041
316.4_748.5417m/z,0.61028,0.54671,0.26224,0.83058
352.22_909.5485m/z,0.60946,0.54715,0.2619,0.83098
351.31_719.5927m/z,0.60945,0.54716,0.26189,0.83098
200.51_523.4319m/z,0.60904,0.54737,0.26172,0.83118
285.03_277.2166m/z,0.60813,0.54786,0.26133,0.83159
387.92_789.0451m/z,0.608,0.54793,0.26127,0.83159
574.2_369.3513m/z,0.60789,0.54799,0.26123,0.83159
269.97_505.4254m/z,0.60763,0.54813,0.26112,0.83159
206.67_547.4345m/z,0.60745,0.54823,0.26104,0.83159
215.34_440.409m/z,0.6074,0.54825,0.26102,0.83159
471.08_859.6893m/z,0.60737,0.54827,0.261,0.83159
327.35_852.5157m/z,0.60705,0.54844,0.26087,0.83168
391.12_546.3562m/z,0.60689,0.54853,0.2608,0.83168
418.95_906.6338m/z,0.60676,0.5486,0.26075,0.83168
394.77_790.5388m/z,0.60616,0.54892,0.26049,0.83174
478.84_534.4042m/z,0.60596,0.54903,0.2604,0.83174
615.83_906.7567m/z,0.60586,0.54908,0.26036,0.83174
427.05_1576.2314m/z,0.60578,0.54913,0.26033,0.83174
PE(18:0/22:6),0.60572,0.54915,0.26031,0.83174
356.56_804.5663m/z,0.60568,0.54918,0.26029,0.83174
458.99_838.6744m/z,0.60536,0.54935,0.26015,0.83174
599.98_898.7786m/z,0.60506,0.54951,0.26002,0.83174
335.11_763.5868m/z,0.60505,0.54952,0.26002,0.83174
356.21_963.4906m/z,0.60476,0.54967,0.2599,0.83174
470.17_602.5255m/z,0.60474,0.54968,0.25989,0.83174
277.51_275.2012m/z,0.60468,0.54972,0.25986,0.83174
217.85_589.4452m/z,0.60435,0.54989,0.25972,0.83183
510.89_907.7373m/z,0.60411,0.55002,0.25962,0.83183
LacCer(d18:1/24:1),0.60372,0.55023,0.25945,0.83183
329.17_883.5332m/z,0.60366,0.55027,0.25943,0.83183
648.0_928.8348m/z,0.60329,0.55046,0.25927,0.83183
TG(56:9),0.60318,0.55052,0.25923,0.83183
358.15_631.5673m/z,0.60312,0.55056,0.2592,0.83183
599.98_900.785m/z,0.603,0.55062,0.25915,0.83183
402.29_778.5954m/z,0.60273,0.55077,0.25903,0.83183
326.67_889.5721m/z,0.60268,0.55079,0.25901,0.83183
387.24_856.5468m/z,0.60248,0.5509,0.25893,0.83183
397.5_1630.1965m/z,0.60239,0.55095,0.25889,0.83183
H1A2,0.60229,0.551,0.25885,0.83183
62.71_1420.975m/z,0.60221,0.55104,0.25881,0.83183
LPC(0:0/20:5),0.60207,0.55112,0.25875,0.83183
417.13_795.6111m/z,0.60183,0.55125,0.25865,0.83189
205.3_545.4162m/z,0.60155,0.5514,0.25853,0.83199
270.43_578.486m/z,0.60131,0.55153,0.25843,0.83205
160.47_577.2957m/z,0.60053,0.55196,0.2581,0.83255
214.2_569.4299m/z,0.59981,0.55234,0.25779,0.83291
470.39_325.1836m/z,0.59966,0.55242,0.25773,0.83291
496.52_815.7014m/z,0.59935,0.55259,0.2576,0.83291
230.85_379.2998m/z,0.5993,0.55262,0.25757,0.83291
359.29_718.5957m/z,0.5992,0.55267,0.25753,0.83291
75.49_1114.7908m/z,0.59884,0.55287,0.25738,0.83291
456.94_778.6587m/z,0.59884,0.55287,0.25738,0.83291
608.3_900.7849m/z,0.59877,0.55291,0.25735,0.83291
431.15_769.6221m/z,0.59799,0.55333,0.25701,0.8332
269.97_100.933m/z,0.59792,0.55336,0.25699,0.8332
644.81_1165.6231m/z,0.59791,0.55337,0.25698,0.8332
150.2_359.2728m/z,0.59756,0.55356,0.25684,0.83335
395.91_740.5221m/z,0.59674,0.55401,0.25649,0.83388
222.41_634.5236m/z,0.59651,0.55413,0.25639,0.83389
600.21_597.4879m/z,0.59629,0.55425,0.25629,0.83389
102.86_500.2779m/z,0.59594,0.55444,0.25614,0.83389
402.3_641.5145m/z,0.5959,0.55446,0.25613,0.83389
314.57_474.2011m/z,0.59588,0.55447,0.25612,0.83389
307.05_279.2306m/z,0.59568,0.55458,0.25603,0.83389
402.3_622.5563m/z,0.59557,0.55464,0.25599,0.83389
581.96_370.3554m/z,0.59507,0.55491,0.25578,0.83417
282.98_420.3042m/z,0.59464,0.55515,0.25559,0.83433
460.59_954.7266m/z,0.59454,0.5552,0.25555,0.83433
427.04_132.9229m/z,0.59435,0.55531,0.25547,0.83435
464.69_779.6599m/z,0.59416,0.55541,0.25539,0.83437
PC(O-16:0/18:2),0.59318,0.55594,0.25497,0.83504
622.91_946.7387m/z,0.59271,0.5562,0.25477,0.83512
